# mphi[eV]; Yb:Xcoeffs [Hz]:	Yb+:S1/2->D5/2;	Yb+:S1/2->D3/2
1.000000000000000000e+00 -3.149410968387544375e+14 -3.548968999281491250e+14
1.023292992280699920e+00 -3.149500347488031875e+14 -3.549055464990715625e+14
1.047128548050800134e+00 -3.149587507523084375e+14 -3.549139850322545000e+14
1.071519305237599973e+00 -3.149672460356048750e+14 -3.549222164609481250e+14
1.096478196143099826e+00 -3.149755217850259375e+14 -3.549302417184091250e+14
1.122018454301899837e+00 -3.149835791869085000e+14 -3.549380617378898750e+14
1.148153621496800003e+00 -3.149914194275838750e+14 -3.549456774526436250e+14
1.174897554939499988e+00 -3.149990436933884375e+14 -3.549530897959240625e+14
1.202264434617400068e+00 -3.150064531706565000e+14 -3.549602997009848125e+14
1.230268770812299906e+00 -3.150136490457217500e+14 -3.549673081010778750e+14
1.258925411794100002e+00 -3.150206325049188750e+14 -3.549741159294598750e+14
1.288249551693100070e+00 -3.150274047345830000e+14 -3.549807241193823125e+14
1.318256738556399910e+00 -3.150339669210479375e+14 -3.549871336040989375e+14
1.348962882591600021e+00 -3.150403202506474375e+14 -3.549933453168624375e+14
1.380384264602800171e+00 -3.150464659097169375e+14 -3.549993601909283125e+14
1.412537544622699981e+00 -3.150524050845909375e+14 -3.550051791595484375e+14
1.445439770745899910e+00 -3.150581389616037500e+14 -3.550108031559778750e+14
1.479108388168200117e+00 -3.150636687270890625e+14 -3.550162331134675625e+14
1.513561248436199991e+00 -3.150689955673817500e+14 -3.550214699652733750e+14
1.548816618912399967e+00 -3.150741206688160625e+14 -3.550265146446473125e+14
1.584893192461100053e+00 -3.150790452177268125e+14 -3.550313680848446875e+14
1.621810097358900027e+00 -3.150837704004489375e+14 -3.550360312191171250e+14
1.659586907437500036e+00 -3.150882974033158125e+14 -3.550405049807194375e+14
1.698243652461699948e+00 -3.150926274126613750e+14 -3.550447903029036875e+14
1.737800828749299864e+00 -3.150967616148223125e+14 -3.550488881189251875e+14
1.778279410038899888e+00 -3.151007011961312500e+14 -3.550527993620363750e+14
1.819700858609899941e+00 -3.151044473429230000e+14 -3.550565249654913125e+14
1.862087136662799791e+00 -3.151080012415320000e+14 -3.550600658625427500e+14
1.905460717963200157e+00 -3.151113640782930000e+14 -3.550634229864448750e+14
1.949844599758000063e+00 -3.151145370395405000e+14 -3.550665972704505625e+14
1.995262314968800021e+00 -3.151175213116080000e+14 -3.550695896478141250e+14
2.041737944669499871e+00 -3.151203180808308750e+14 -3.550724010517885000e+14
2.089296130854000122e+00 -3.151229285335430000e+14 -3.550750324156273750e+14
2.137962089502200236e+00 -3.151253538560781250e+14 -3.550774846725839375e+14
2.187761623949500134e+00 -3.151275952347723125e+14 -3.550797587559123125e+14
2.238721138568299907e+00 -3.151296538559601250e+14 -3.550818555988661875e+14
2.290867652767699880e+00 -3.151315309059740625e+14 -3.550837761346973750e+14
2.344228815319899795e+00 -3.151332275711496875e+14 -3.550855212966622500e+14
2.398832919019400212e+00 -3.151347450378221250e+14 -3.550870920180115000e+14
2.454708915684999937e+00 -3.151360844923238125e+14 -3.550884892320000000e+14
2.511886431509500195e+00 -3.151372471209911250e+14 -3.550897138718818750e+14
