# Ca+ Info (AME2016): A, mA, sigma(mA), Ap, mAp, sigma(mAp)
40		40		40
39.962590866	39.962590866	39.962590866
0.022e-6	0.022e-6	0.022e-6
42		44		48
41.95861783	43.9554815	47.9525229
0.16e-6		0.3e-6		0.1e-6
