# mphi[eV]; Yb X-coefficients [Hz]:	Yb+:S1/2->D5/2;	Yb+:S1/2->D3/2;	Yb+:S1/2->F7/2;	Yb:1S0->2D2;	Yb:1S0->3P0;
758.5775750292	-26723255610824.1	-30210262023360.8	232374729717370	-4888029742359.14	24203108519092
776.2471166287	-26535927166364.8	-30003466429893.6	231409724951229	-4890988231803.48	23967898899510.7
794.3282347243	-26342247101467.6	-29789668577869.1	230415233035517	-4893052615503.41	23726319132883.5
812.8305161641	-26142085447421.6	-29568725232928.5	229390723854138	-4894190281271.15	23478262128316.1
831.7637711027	-25935312235515.8	-29340493160712.7	228335667290993	-4894368616918.7	23223620794914.4
851.1380382024	-25721799241190.8	-29104831041072.5	227249536901666	-4893554284760.97	22962291601520.1
870.9635899561	-25501488108013.3	-28861674234259	226131953323927	-4891684884765.77	22694313614724.8
891.2509381337	-25274412453299.8	-28611059041887.5	224982730813158	-4888659759498.13	22419913615470.2
912.0108393559	-25040612164637.7	-28353028647207.9	223801696824541	-4884375643341.2	22139331182042.5
933.254300797	-24800127129614.4	-28087626233469.5	222588678813259	-4878729270678.04	21852805892727.7
954.9925860214	-24552997235817.1	-27814894983921.9	221343504234492	-4871617375891.9	21560577325812.1
977.2372209558	-24299262370833.2	-27534878081814.7	220066000543422	-4862936693365.88	21262885059581.7
1000	-24038962422250	-27247618710397.4	218755995195231	-4852583957483.09	20959968672322.8
1023.2929922808	-23772137277654.7	-26953160052919.5	217413315645099	-4840455902626.64	20652067742321.5
1047.1285480509	-23498826824634.8	-26651545292630.5	216037789348208	-4826449263179.79	20339421847863.9
1071.5193052376	-23219070950777.6	-26342817612780.1	214629243759740	-4810460773525.48	20022270567236.3
1096.4781961432	-22932909543670.4	-26027020196617.7	213187506334876	-4792387168047.03	19700853478724.8
1122.018454302	-22640382490900.4	-25704196227392.8	211712404528798	-4772125181127.47	19375410160615.4
1148.1536214969	-22341529680055	-25374388888355.1	210203765796687	-4749571547150	19046180191194.5
1174.8975549395	-22036390998721.6	-25037641362754	208661417593725	-4724623000497.77	18713403148748
1202.2644346174	-21725006334487.5	-24693996833839.1	207085187375092	-4697176275553.78	18377318611562.3
1230.2687708124	-21407415574939.9	-24343498484859.9	205474902595971	-4667128106701.29	18038166157923.4
1258.9254117942	-21083658607666.3	-23986189499065.9	203830390711543	-4634375228323.44	17696185366117.5
1288.2495516931	-20753775320253.8	-23622113059706.7	202151479176990	-4598814374803.33	17351615814430.8
1318.2567385564	-20417805600289.9	-23251312350031.9	200437995447492	-4560342280524.09	17004697081149.4
1348.9628825917	-20075789335361.9	-22873830553290.9	198689766978232	-4518855679868.82	16655668744559.4
1380.3842646029	-19727766413057	-22489710852733.2	196906621224390	-4474251307220.77	16304770382947.1
1412.5375446228	-19373776720962.6	-22098996431608.5	195088385641149	-4426425896962.97	15952241574598.5
1445.4397707459	-19013860146666.1	-21701730473166.3	193234887683689	-4375276183478.62	15598321897799.9
1479.1083881682	-18648056577754.7	-21297956160656	191345954807192	-4320698901150.82	15243250930837.4
1513.5612484362	-18276405901815.8	-20887716677327.3	189421414466840	-4262590784362.74	14887268251997
1548.8166189125	-17898948006436.7	-20471055206429.6	187461094117815	-4200848567497.47	14530613439565.2
1584.8931924611	-17515722779204.6	-20048014931212.6	185464821215296	-4135368984938.17	14173526071827.8
1621.8100973589	-17126770107707	-19618639034925.7	183432423214467	-4066048771068	13816245727071.2
1659.5869074376	-16732129879531.2	-19182970700818.4	181363727570508	-3992784660270.07	13459011983581.4
1698.2436524617	-16331841982264.4	-18741053112140.4	179258561738601	-3915473386927.53	13102064419644.6
1737.8008287494	-15925946303494	-18292929452141	177116753173928	-3834011685423.49	12745642613547.1
1778.2794100389	-15514482730807.3	-17838642904070	174938129331669	-3748296290141.12	12389986143574.8
1819.70085861	-15097491151791.7	-17378236651176.8	172722517667007	-3658223935463.53	12035334588014
1862.0871366629	-14675011454034.4	-16911753876711	170469745635122	-3563691355773.89	11681927525150.9
1905.4607179633	-14247083525122.8	-16439237763922	168179640691197	-3464595285455.29	11330004533271.6
1949.8445997581	-13813747252644.1	-15960731496059.4	165852030290412	-3360832458890.9	10979805190662.2
1995.2623149689	-13375042524185.8	-15476278256372.8	163486741887950	-3252299610463.84	10631569075608.9
2041.7379446695	-12931069175300.3	-14985986811976.1	161083814652147	-3138933839695.13	10285537795880.8
2089.296130854	-12482254270201.6	-14490323922453.9	158644443397117	-3020892581024.63	9941964037271.2
2137.9620895022	-12029135970948.5	-13989877889897.9	156170215291833	-2898408075098.04	9601104246688.04
2187.7616239496	-11572252530361.4	-13485237115694.5	153662717825799	-2771712623674.1	9263214874112.08
2238.7211385683	-11112142201260.7	-12976990001229.7	151123538488524	-2641038528511.61	8928552369524.02
2290.8676527678	-10649343236466.8	-12465724947889.9	148554264769513	-2506618091369.4	8597373182904.6
2344.2288153199	-10184393888800.1	-11952030357061.2	145956484158273	-2368683614006.25	8269933764234.51
2398.8329190195	-9717832411081.18	-11436494630129.9	143331784144312	-2227467398180.97	7946490563494.52
2454.708915685	-9250197056130.3	-10919706168482.2	140681752217135	-2083201745652.32	7627300030665.28
2511.8864315096	-8782026076767.96	-10402253373504.2	138007975866250	-1936118958179.15	7312618615727.57
2570.3957827689	-8313857725814.54	-9884724646582.33	135312042581162	-1786451337520.2	7002702768662.07
2630.2679918954	-7846230256090.51	-9367708389102.68	132595539851380	-1634431185434.29	6697808939449.54
2691.5348039269	-7379681920416.25	-8851793002451.48	129860055166409	-1480290803680.23	6398193578070.64
2754.2287033382	-6914750971612.21	-8337566888014.99	127107176015756	-1324262494016.81	6104113134506.14
2818.3829312645	-6451975662498.77	-7825618447179.39	124338489888928	-1166578558202.79	5815824058736.74
2884.0315031266	-5991894245896.41	-7316536081330.94	121555584275431	-1007471297997.02	5533582800743.15
2951.2092266664	-5535044974625.51	-6810908191855.82	118760046664773	-847173015158.248	5257645810506.11
3019.951720402	-5081966101506.52	-6309323180140.29	115953464546459	-685916011445.312	4988269538006.32
3090.2954325136	-4633195879359.83	-5812369447570.53	113137425409997	-523932588616.985	4725710433224.5
3162.2776601684	-4189272561005.9	-5320635395532.8	110313516744893	-361455048432.067	4470224946141.39
3235.9365692963	-3750734399265.12	-4834709425413.29	107483326040654	-198715692649.347	4222069526737.68
3311.3112148259	-3318119646957.94	-4355179938598.24	104648440786787	-35946823027.6406	3981500624994.1
3388.441561392	-2891966556904.75	-3882635336473.86	101810448472798	126619258674.272	3748774690891.38
3467.3685045253	-2472813381926	-3417664020426.38	98970936588193.8	288750250697.589	3524148174410.23
3548.1338923358	-2061198374842.09	-2960854391842	96131492622481.2	450213851283.53	3307877525531.37
3630.780547701	-1657659788473.47	-2512794852106.98	93293704065167	610777758673.27	3100219194235.52
3715.3522909717	-1262735875640.52	-2074073802607.49	90459158405757.8	770209671108.042	2901429630503.38
3801.8939632056	-876964889163.715	-1645279644729.8	87629443133760.3	928277286829.022	2711765284315.71
3890.4514499428	-500885081863.45	-1227000779860.1	84806145738681.2	1084748304077.43	2531482605653.19
3981.071705535	-135034706560.126	-819825609384.608	81990853710027	1239390421094.48	2360838044496.55
4073.8027780411	220087314143.494	-424300504536.773	79185156318133.3	1391975385793.56	2200043463955.4
4168.6938347034	564278397690.503	-40655153395.5562	76390656251284.2	1542305459014.82	2048974779966.79
4265.7951880159	897471031650.902	331025098361.522	73608962313590.2	1690196809218.78	1907354785635.13
4365.1583224017	1219598390441.07	690655639053.876	70841683340260.5	1835465675587.79	1774905495418.47
4466.8359215096	1530593648477.36	1038151857000.87	68090428166505.3	1977928297304.17	1651348923774.92
4570.8818961488	1830389980176.17	1373429140521.93	65356805627534	2117400913550.25	1536407085162.51
4677.351412872	2118920559953.83	1696402877936.4	62642424558556.6	2253699763508.37	1429801994039.34
4786.3009232264	2396118562226.73	2006988457563.72	59948893794782.5	2386641086360.85	1331255664863.47
4897.7881936845	2661917161411.23	2305101267723.24	57277822171421.6	2516041121290.02	1240490112092.97
5011.8723362727	2916249531923.71	2590656696734.38	54630818523683.6	2641716107478.21	1157227350185.92
5128.6138399137	3159048848180.52	2863570132916.5	52009491686778.3	2763482284107.75	1081189393600.38
5248.0746024977	3390248284598.04	3123756964589.02	49415450495915.2	2881155890360.97	1012098256794.43
5370.3179637025	3609781015592.64	3371132580071.3	46850303786304.3	2994553165420.2	949675954226.134
5495.4087385763	3817580215580.68	3605612367682.77	44315660393155.1	3103490348467.76	893644500353.566
5623.4132519035	4013579058978.53	3827111715742.78	41813129151677.5	3207783678685.99	843725909634.799
5754.3993733716	4197710720202.56	4035546012570.74	39344318897081	3307249395257.22	799642196527.902
5888.4365535559	4369908373669.13	4230830646486.04	36910838464575.6	3401703737363.77	761115375490.948
6025.5958607436	4530105193794.62	4412881005808.07	34514296689370.7	3490962944187.97	727867460982.006
6165.9500186148	4678234354995.39	4581612478856.21	32156302406676.4	3574843254912.16	699620467459.15
6309.5734448019	4814229031687.81	4736940453949.87	29838464451702	3653160908718.66	676096409380.448
6456.5422903466	4938022398288.25	4878780319408.41	27562391659657.6	3725732144789.8	657017301203.974
6606.934480076	5049547629213.07	5007047463551.25	25329692865752.7	3792373202307.92	642105157387.797
6760.8297539198	5148737898878.64	5121657274697.76	23141976905197.2	3852900320455.33	631081992389.99
6918.3097091894	5235538018795.14	5222538016733.84	21000818275661.3	3907138383375.17	623671838532.56
7079.4578438414	5310166843036.87	5309921160970.93	18906982858206.8	3955115855869.49	619646246926.687
7244.3596007499	5373120865626.58	5384345366380.57	16860417302495.3	3997067455823.07	618824911256.675
7413.1024130092	5424908937196.14	5446362963590.1	14861031797577.1	4033237080594.8	621029667834.197
7585.7757502918	5466039908377.35	5496526283226.87	12908736532503.1	4063868627543.52	626082352970.924
7762.4711662869	5497022629802.07	5535387655918.22	11003441696323.5	4089205994028.13	633804802978.538
7943.2823472428	5518365952102.12	5563499412291.51	9145057478089.1	4109493077407.48	644018854168.708
8128.305161641	5530578725909.34	5581413882974.08	7333494066850.24	4124973775040.45	656546342853.113
8317.6377110267	5534169801855.55	5589683398593.27	5568661651657.62	4135891984285.9	671209105343.423
8511.3803820238	5529648030572.59	5588860289776.44	3850470421561.64	4142491602502.7	687828977951.318
8709.6358995608	5517522262692.3	5579496887150.93	2178830565613	4145016527049.71	706227796988.47
8912.5093813375	5498301348846.5	5562145521344.1	553652272862.077	4143710655285.82	726227398766.554
9120.1083935591	5472494139667.03	5537358522983.28	-1025154267640.43	4138817884569.88	747649619597.247
9332.5430079699	5440609485785.73	5505688222695.82	-2557678866844.12	4130582112260.77	770316295792.222
9549.9258602144	5403156237834.41	5467686951109.08	-4044011335698.32	4119247235717.36	794049263663.155
9772.3722095581	5360643246444.93	5423907038850.4	-5484241485152.61	4105057152298.5	818670359521.722
10000	5313579362249.11	5374900816547.12	-6878459126156.33	4088255759363.08	844001419679.592
10232.9299228075	5262473435878.78	5321220614826.61	-8226754069659	4069086954269.96	869864280448.447
10471.285480509	5207834317965.77	5263418764316.18	-9529216126610.18	4047794634378.01	896080778139.961
10715.1930523761	5150170859141.92	5202047595643.21	-10785935107959.1	4024622697046.1	922472749065.804
10964.7819614319	5089991910039.07	5137659439435.04	-11997000824655.4	3999815039633.09	948862029537.655
11220.1845430196	5027806321289.04	5070806626319.01	-13162503087648.4	3973615559497.86	975070455867.187
11481.5362149688	4964122943523.67	5002041486922.46	-14282531707887.7	3946268153999.28	1000919864366.08
11748.9755493953	4899450172971.53	4931915881128.01	-15357177415702.5	3918016528377.87	1026232315223.93
12022.6443461741	4834194979778.67	4860876595193.71	-16386736153637.2	3889061505677.2	1050879839798
12302.6877081238	4768535485536.02	4789133336841.78	-17371966886347.6	3859507153465.56	1074847219827.23
12589.2541179417	4702618447463.53	4716863321480.27	-18313692037038.6	3829444278687.34	1098134689823.65
12882.4955169314	4636590622781.15	4644243764517.22	-19212734028915.2	3798963688286.93	1120742484299.31
13182.5673855641	4570598768708.84	4571451881360.66	-20069915285182.2	3768156189208.72	1142670837766.24
13489.6288259165	4504789642466.55	4498664887418.64	-20886058229044.5	3737112588397.11	1163919984736.48
13803.8426460288	4439310001274.22	4426059998099.19	-21661985283707.1	3705923692796.48	1184490159722.06
14125.3754462276	4374306602351.82	4353814428810.37	-22398518872374.9	3674680309351.23	1204381597235.03
14454.3977074593	4309926202919.3	4282105394960.2	-23096481418252.8	3643473245005.75	1223594531787.43
14791.0838816821	4246315560196.61	4211110111956.74	-23756695344545.8	3612393306704.43	1242129197891.29
15135.6124843621	4183621431403.7	4141005795208.01	-24379983074458.7	3581531301391.67	1259985830058.66
15488.1661891248	4121990573760.52	4071969660122.06	-24967167031196.5	3550978036011.84	1277164662801.57
15848.9319246111	4061569744487.03	4004178922106.93	-25519069637964.1	3520824317509.36	1293665930632.06
16218.1009735893	4002505700803.19	3937810796570.67	-26036513317966.3	3491160952828.6	1309489868062.16
16595.8690743756	3944945199928.93	3873042498921.32	-26520320494408.2	3462078748913.96	1324636709603.93
16982.4365246175	3889034999084.21	3810051244566.89	-26971313590494.7	3433668512709.82	1339106689769.39
17378.0082874938	3834921855489	3749014248915.46	-27390315029430.6	3406021051160.59	1352900043070.58
17782.7941003892	3782752526363.24	3690108727375.06	-27778147234420.9	3379227171210.66	1366017004019.55
18197.0085860998	3732673768926.89	3633511895353.72	-28135632628670.5	3353377679804.4	1378457807128.33
18620.8713666287	3684832340399.88	3579400968259.48	-28463593635384.3	3328563383886.23	1390222686908.97
19054.6071796325	3639374998002.19	3527953161500.39	-28762852677767.2	3304875090400.52	1401311877873.49
19498.4459975805	3596448498953.76	3479345690484.48	-29034232179024.2	3282403606291.67	1411725614533.94
19952.6231496888	3556199600474.54	3433755770619.81	-29278554562360.2	3261239738504.07	1421464131402.36
20417.3794466953	3518746735684.84	3391327789079.09	-29496627450579	3241457466105.96	1430529309779.76
20892.9613085404	3484053729334.25	3352026938637.35	-29689177677829.8	3223038912447.44	1438932020038.79
21379.6208950223	3452031914875.68	3315757573537.79	-29856904649596.9	3205935014819.71	1446686184443.96
21877.6162394955	3422592582879.14	3282423998321.35	-30000507748956.3	3190096685036.44	1453805727753.01
22387.2113856834	3395647023914.64	3251930517528.99	-30120686358984.4	3175474834911.31	1460304574723.68
22908.6765276777	3371106528552.17	3224181435701.69	-30218139862757.2	3162020376257.99	1466196650113.73
23442.2881531992	3348882387361.76	3199081057380.4	-30293567643351.1	3149684220890.16	1471495878680.91
23988.3291901949	3328885890913.41	3176533687106.08	-30347669083842.2	3138417280621.48	1476216185182.96
24547.0891568503	3311028329777.11	3156443629419.69	-30381143567306.6	3128170467265.64	1480371494377.64
25118.8643150958	3295220994522.88	3138715188862.2	-30394690476820.7	3118894692636.29	1483975731022.68
25703.9578276886	3281375175720.72	3123252669974.56	-30389009195460.6	3110540868547.13	1487042819875.85
26302.6799189538	3269402163940.64	3109960377297.74	-30364799106302.5	3103059906811.81	1489586685694.89
26915.3480392691	3259213249752.65	3098742615372.7	-30322759592422.6	3096402719244.01	1491621253237.55
27542.2870333817	3250719723726.74	3089503688740.4	-30263590036897.1	3090520217657.41	1493160447261.57
28183.8293126445	3243832876432.93	3082147901941.8	-30187989822802.2	3085363313865.67	1494218192524.71
28840.3150312661	3238463998441.23	3076579559517.87	-30096658333214.1	3080882919682.48	1494808413784.71
29512.0922666638	3234524380321.64	3072702966009.56	-29990294951209.1	3077029946921.5	1494945035799.33
30199.5172040202	3231925312644.15	3070422425957.83	-29869599059863.2	3073755307396.4	1494641983326.31
30902.9543251359	3230578085978.79	3069642243903.65	-29735270042252.8	3071009912920.86	1493913181123.4
31622.7766016838	3230393990895.55	3070266724387.98	-29588007281454	3068744675308.55	1492772553948.35
32359.3656929628	3231284317964.45	3072200171951.77	-29428510160543	3066910506373.15	1491234026558.9
33113.1121482591	3233160357755.48	3075346891136	-29257478062595.9	3065458317928.32	1489311523712.81
33884.4156139203	3235933400838.66	3079611186481.62	-29075610370689.2	3064339021787.75	1487018970167.84
34673.6850452532	3239514737783.99	3084897362529.59	-28883606467898.8	3063503529765.09	1484370290681.71
35481.3389233575	3243815659161.48	3091109723820.88	-28682165737301.1	3062902753674.04	1481379410012.18
36307.8054770102	3248747455541.13	3098152574896.44	-28471987561972.1	3062487605328.25	1478060252917.01
37153.5229097173	3254221417492.95	3105930220297.24	-28253771324988.2	3062208996541.4	1474426744153.94
38018.9396320561	3260148835586.93	3114346964564.23	-28028216409425.5	3062017839127.16	1470492808480.71
38904.514499428	3266441000393.1	3123307112238.39	-27796022198360.2	3061865044899.21	1466272370655.09
39810.7170553498	3273009202481.47	3132714967860.67	-27557888074868.5	3061701525671.23	1461779355434.81
40738.0277804113	3279769221574.2	3142479245757.27	-27314477440980	3061481175452.54	1457027707627.2
41686.9383470335	3286670661654.88	3152541886512.38	-27066182593562.8	3061180358100.15	1452031523106.44
42657.9518801593	3293678543615.28	3162859975051.78	-26813272261276.4	3060785679101.31	1446804966602.14
43651.5832240166	3300757966743.83	3173390673311.91	-26556014544422.6	3060283796023.07	1441362203194.02
44668.3592150963	3307874030328.94	3184091143229.19	-26294677543303.1	3059661366432.5	1435717397961.84
45708.8189614875	3314991833659.05	3194918546740.03	-26029529358219.8	3058905047896.65	1429884715985.33
46773.5141287198	3322076476022.59	3205830045780.85	-25760838089474.4	3058001497982.59	1423878322344.22
47863.0092322638	3329093056707.98	3216782802288.09	-25488871837368.6	3056937374257.35	1417712382118.27
48977.8819368447	3336006675003.66	3227733978198.16	-25213898702204.1	3055699334288.02	1411401060387.2
50118.7233627273	3342782430198.04	3238640735447.49	-24936186784282.8	3054274035641.63	1404958522230.76
51286.1383991365	3349385421579.56	3249460235972.49	-24656004183906.3	3052648135885.25	1398398932728.68
52480.7460249772	3355780748436.64	3260149641709.59	-24373619001376.5	3050808292585.94	1391736456960.71
53703.1796370253	3361933510057.71	3270666114595.21	-24089299336995.1	3048741163310.76	1384985260006.59
54954.0873857625	3367808805731.2	3280966816565.77	-23803313291063.9	3046433405626.75	1378159506946.05
56234.1325190349	3373371734745.54	3291008909557.7	-23515928963884.5	3043871677100.99	1371273362858.83
57543.9937337157	3378587396389.16	3300749555507.41	-23227414455758.8	3041042635300.52	1364340992824.67
58884.365535559	3383420889950.47	3310145916351.34	-22938037866988.5	3037932937792.4	1357376561923.32
60255.9586074358	3387837314717.91	3319155154025.89	-22648067297875.3	3034529242143.7	1350394235234.51
61659.5001861482	3391801769979.91	3327734430467.5	-22357770848721.1	3030818205921.47	1343408177837.98
63095.7344480193	3395279355024.89	3335840907612.58	-22067416619827.5	3026786486692.76	1336432554813.47
64565.4229034656	3398235169141.29	3343431747397.57	-21777272711496.4	3022420742024.64	1329481531240.71
66069.3448007596	3400634311617.52	3350464111758.87	-21487607224029.4	3017707629484.16	1322569272199.46
67608.2975391982	3402441881742.02	3356895162632.91	-21198688257728.4	3012633806638.38	1315709942769.44
69183.0970918936	3403623439087.4	3362682583136.59	-20910779561571.3	3007186061967.62	1308917458829.57
70794.5784384139	3404155382483.82	3367796329694.52	-20624042414973	3001354266835.79	1302199867814.66
72443.5960074991	3404025092307.06	3372218793151.99	-20338534282657	2995131415959.76	1295559271679.79
74131.0241300918	3403220437676.16	3375932917759.04	-20054308008983	2988510643063.92	1288997507771.23
75857.7575029184	3401729287710.2	3378921647765.76	-19771416438310.7	2981485081872.68	1282516413435.26
77624.7116628691	3399539511528.25	3381167927422.19	-19489912414999.9	2974047866110.45	1276117826018.18
79432.8234724282	3396638978249.36	3382654700978.4	-19209848783410.1	2966192129501.63	1269803582866.26
81283.05161641	3393015556992.62	3383364912684.45	-18931278387901.3	2957911005770.63	1263575521325.8
83176.3771102671	3388657116877.07	3383281506790.4	-18654254072833	2949197628641.86	1257435478743.07
85113.8038202376	3383551527021.78	3382387427546.32	-18378828682565	2940045131839.72	1251385292464.35
87096.3589956081	3377686656545.83	3380665619202.27	-18105055061457	2930446649088.63	1245426799835.93
89125.0938133746	3371050374568.27	3378099026008.31	-17832986053868.6	2920395314112.97	1239561838204.1
91201.083935591	3363630550208.18	3374670592214.5	-17562674504159.8	2909884260637.17	1233792244915.14
93325.4300796991	3355415052584.61	3370363262070.9	-17294173256690.1	2898906622385.63	1228119857315.33
95499.2586021437	3346391750816.63	3365159979827.57	-17027535155819.2	2887455533082.75	1222546512750.96
97723.7220955811	3336548514023.31	3359043689734.58	-16762813045906.9	2875524126452.94	1217074048568.31
100000	3325873211323.72	3351997336041.99	-16500059771312.8	2863105536220.61	1211704302113.66
102329.299228075	3314353711836.91	3344003862999.87	-16239328176396.8	2850192896110.16	1206439110733.29
104712.85480509	3301977884681.96	3335046214858.26	-15980671105518.5	2836779339846	1201280311773.5
107151.930523761	3288733598977.92	3325107335867.24	-15724141403037.6	2822858001152.54	1196229742580.57
109647.819614319	3274608723843.87	3314170170276.87	-15469791913313.9	2808422013754.18	1191289240500.77
112201.845430196	3259591128398.87	3302217662337.2	-15217675480707	2793464511375.33	1186460642880.4
114815.362149688	3243668681761.98	3289232756298.31	-14967844949576.7	2777978627740.39	1181745787065.73
117489.755493953	3226829310375.6	3275198462258.8	-14720353115187.2	2761957528991.63	1177146498286.58
120226.443461741	3209073735661.8	3260112488188.93	-14475241814333.7	2745401617167.99	1172661897288.67
123026.877081238	3190431548466.97	3244005704994.99	-14232528158122.3	2728327620725.34	1168285002666.64
125892.541179417	3170936296277.45	3226913528661.7	-13992225868930.2	2710754505703.23	1164007996697.31
128824.955169314	3150621526579.58	3208871375173.77	-13754348669134.8	2692701238141.23	1159823061657.5
131825.673855641	3129520786859.68	3189914660515.91	-13518910281113.3	2674186784078.88	1155722379824.01
134896.288259165	3107667624604.1	3170078800672.84	-13285924427243	2655230109555.75	1151698133473.65
138038.426460288	3085095587299.16	3149399211629.26	-13055404829901.1	2635850180611.4	1147742504883.25
141253.754462276	3061838222431.2	3127911309369.88	-12827365211464.9	2616065963285.37	1143847676329.61
144543.977074593	3037929077486.57	3105650509879.43	-12601819294311.8	2595896423617.23	1140005830089.54
147910.838816821	3013401699951.58	3082652229142.62	-12378780800818.9	2575360527646.53	1136209148439.85
151356.124843621	2988289637312.58	3058951883144.15	-12158263453363.5	2554477241412.83	1132449813657.36
154881.661891248	2962626437055.91	3034584887868.73	-11940280974322.8	2533265530955.68	1128720008018.88
158489.319246111	2936445646667.89	3009586659301.09	-11724847086074.3	2511744362314.65	1125011913801.23
162181.009735893	2909780813634.86	2983992613425.94	-11511975510995.1	2489932701529.29	1121317713281.21
165958.690743756	2882665485443.16	2957838166227.97	-11301679971462.6	2467849514639.16	1117629588735.63
169824.365246175	2855133209579.11	2931158733691.92	-11093974189853.8	2445513767683.8	1113939722441.31
173780.082874938	2827217533529.07	2903989731802.49	-10888871888546.3	2422944426702.79	1110240296675.06
177827.941003892	2798952004779.35	2876366576544.39	-10686386789917.2	2400160457735.67	1106523493713.7
181970.085860998	2770370170816.31	2848324683902.33	-10486532616343.7	2377180826822.01	1102781495834.03
186208.713666287	2741505579126.26	2819899469861.03	-10289323090203.2	2354024500001.35	1099006485312.87
190546.071796325	2712391777195.54	2791126350405.21	-10094771933873	2330710443313.27	1095190644427.02
194984.459975805	2683062312510.5	2762040741519.57	-9902892869730.22	2307257622797.3	1091326155453.31
199526.231496888	2653550732557.46	2732678059188.82	-9713699620152.24	2283685004493.02	1087405200668.54
204173.794466953	2623888013941.03	2703071327888.68	-9527202416228.84	2260010074373.37	1083420276954.57
208929.613085404	2594091099992.3	2673240517935.57	-9343392431700.35	2236242239401.24	1079365598479
213796.208950223	2564172169586.77	2643201167610.64	-9162254370120.63	2212388163623.89	1075235962447.45
218776.162394955	2534143397707.58	2612968811574.28	-8983772929757.73	2188454508847.78	1071026166541.85
223872.113856834	2504016959337.88	2582558984486.88	-8807932808879.65	2164447936879.32	1066731008444.12
229086.765276777	2473805029460.8	2551987221008.86	-8634718705754.46	2140375109524.98	1062345285836.19
234422.881531992	2443519783059.51	2521269055800.58	-8464115318650.17	2116242688591.17	1057863796400
239883.291901949	2413173395117.14	2490420023522.46	-8296107345834.83	2092057335884.35	1053281337817.46
245470.891568503	2382778040616.83	2459455658834.88	-8130679485576.47	2067825713210.94	1048592707770.5
251188.643150958	2352345894541.74	2428391496398.23	-7967816436143.09	2043554482377.38	1043792703941.06
257039.578276886	2321889131875.02	2397243070872.92	-7807502895802.77	2019250305190.13	1038876124011.06
263026.799189538	2291419927599.8	2366025916919.33	-7649723562823.53	1994919843455.6	1033837765662.43
269153.480392691	2260950456699.24	2334755569197.87	-7494463135473.38	1970569758980.24	1028672426577.09
275422.870333817	2230492894156.48	2303447562368.91	-7341706312020.36	1946206713570.49	1023374904436.98
281838.293126445	2200059414954.66	2272117431092.86	-7191437790732.54	1921837369032.79	1017939996924.02
288403.150312661	2169662194076.94	2240780710030.12	-7043642269877.91	1897468387173.58	1012362501720.14
295120.922666638	2139313406506.45	2209452933841.07	-6898304447724.53	1873106429799.28	1006637216507.27
301995.172040202	2109025227226.35	2178149637186.1	-6755409022540.4	1848758158716.35	1000758938967.33
309029.543251359	2078809831219.78	2146886354725.62	-6614940692593.59	1824430235731.21	994722466782.254
316227.766016838	2048679393469.88	2115678621120.02	-6476884156152.12	1800129322650.31	988522597633.971
323593.656929628	2018646088959.81	2084541971029.69	-6341224111484.02	1775862081280.09	982154129204.407
331131.121482591	1988722092672.71	2053491939115.02	-6207945256857.31	1751635173426.98	975611859175.489
338844.156139203	1958919579591.72	2022544060036.42	-6077032290540.06	1727455260897.42	968890585229.146
346736.850452532	1929250724699.99	1991713868454.26	-5948469910800.27	1703329005497.85	961985105047.305
354813.389233575	1899727702980.68	1961016899028.96	-5822242815905.99	1679263069034.71	954890216311.894
363078.054770102	1870362689416.91	1930468686420.89	-5698335704125.23	1655264113314.43	947600716704.84
371535.229097173	1841167858991.84	1900084765290.45	-5576733273726.05	1631338800143.45	940111403908.072
380189.396320561	1812155386688.62	1869880670298.05	-5457420222976.48	1607493791328.22	932417075603.518
389045.14499428	1783337447490.39	1839871936104.07	-5340381250144.54	1583735748675.17	924512529473.105
398107.170553498	1754726216380.29	1810074097368.9	-5225601053498.27	1560071333990.74	916392563198.76
407380.277804113	1726332849535.28	1780501427630.68	-5113062119226.61	1536506861856.26	908053072463.322
416869.383470335	1698160826768.02	1751158698292.76	-5002730266241.94	1513046030628.05	899498226019.513
426579.518801593	1670210129047.51	1722046349738.85	-4894563716605.63	1489691346201.72	890735963438.804
436515.832240166	1642480719550.76	1693164800328.98	-4788520653748.24	1466445308409.13	881774243467.688
446683.592150963	1614972561454.75	1664514468423.17	-4684559261100.32	1443310417082.09	872621024852.66
457088.189614875	1587685617936.49	1636095772381.45	-4582637722092.47	1420289172052.46	863284266340.216
467735.141287198	1560619852172.98	1607909130563.83	-4482714220155.24	1397384073152.06	853771926676.85
478630.092322638	1533775227341.2	1579954961330.33	-4384746938719.2	1374597620212.75	844091964609.058
489778.819368447	1507151706618.16	1552233683040.97	-4288694061214.89	1351932313066.34	834252338883.332
501187.233627272	1480749253180.86	1524745714055.78	-4194513771072.91	1329390651544.69	824261008246.17
512861.383991365	1454567830206.28	1497491472734.78	-4102164251723.81	1306975135479.62	814125931444.066
524807.460249772	1428607400871.44	1470471377437.98	-4011603686598.16	1284688264702.98	803855067223.513
537031.796370253	1402867928353.32	1443685846525.4	-3922790259126.5	1262532539046.6	793456374331.008
549540.873857625	1377349375828.93	1417135298357.08	-3835682152739.44	1240510458342.32	782937811513.045
562341.325190349	1352051706475.25	1390820151293.02	-3750237550867.51	1218624522421.98	772307337516.119
575439.937337157	1326974883469.3	1364740823693.26	-3666414636941.3	1196877231117.42	761572911086.724
588843.65535559	1302118869988.05	1338897733917.8	-3584171594391.35	1175271084260.47	750742490971.356
