# mphi[eV]; Yb X-coefficients [Hz]:	Yb+:S1/2->D5/2;	Yb+:S1/2->D3/2;	Yb+:S1/2->F7/2;	Yb:1S0->2D2;	Yb:1S0->3P0;
602559.586074358	1277483629208.52	1313291300326.67	-3503466606648.24	1153808581682.96	739824035916.509
616595.001861482	1253069124307.7	1287921941279.89	-3424257857142.54	1132492223216.75	728825504668.678
630957.344480193	1228875318462.58	1262790075137.49	-3346503529304.81	1111324508693.66	717754855974.359
645654.229034656	1204902174850.17	1237896120259.47	-3270161806565.6	1090307937945.53	706620048580.043
660693.448007596	1181149656647.46	1213240495005.87	-3195190872355.5	1069445010804.2	695429041232.23
676082.975391982	1157617727031.44	1188823617736.71	-3121548910105.07	1048738227101.51	684189792677.412
691830.970918936	1134306422242.24	1164645966238.79	-3049194684010.33	1028190128391.05	672910250736.744
707945.784384139	1111217499087.26	1140709417743.82	-2978100634745.3	1007804238734.34	661598105949.946
724435.960074991	1088354457527.3	1117017267299.01	-2908253058994.54	987585077598.36	650260788197.949
741310.241300918	1065720875103.72	1093572873052.72	-2839638870116.42	967537208751.433	638905715760.83
758577.575029184	1043320329357.87	1070379593153.3	-2772244981469.37	947665195961.906	627540306918.67
776247.116628691	1021156397831.11	1047440785749.09	-2706058306411.79	927973602998.121	616171979951.549
794328.234724282	999232658064.784	1024759808988.43	-2641065758302.08	908466993628.419	604808153139.546
812830.5161641	977552687600.266	1002340021019.68	-2577254250498.67	889149931621.145	593456244762.742
831763.771102671	956120063978.905	980184779991.189	-2514610696359.94	870026980744.64	582123673101.218
851138.038202376	934938364742.059	958297444051.296	-2453122009244.32	851102704767.247	570817856435.051
870963.589956082	914011167431.081	936681371348.351	-2392775102510.21	832381667457.305	559546213044.323
891250.938133746	893342049587.332	915339920030.703	-2333556889516.01	813868432583.162	548316161209.114
912010.83935591	872934588752.168	894276448246.7	-2275454283620.14	795567563913.157	537135119209.503
933254.300796991	852792362466.943	873494314144.687	-2218454198181	777483625215.632	526010505325.571
954992.586021437	832918948273.013	852996875873.012	-2162543546556.99	759621180258.928	514949737837.395
977237.220955811	813317923711.739	832787491580.025	-2107709242106.54	741984792811.392	503960235025.06
1000000	793992866324.475	812869519414.071	-2053938198188.05	724579026641.363	493049415168.642
1023292.99228075	775019514423.11	793321110490.625	-2001592565001.76	707460566895.894	482205396470.895
1047128.5480509	756317902893.831	774059374212.222	-1950195822689.33	690574712457.652	471462297819.307
1071519.30523761	737891943026.068	755087967584.763	-1899746610567.55	673925800491.999	460825465770.426
1096478.19614319	719745137811.017	736410136321.293	-1850242813321.09	657517771547.062	450299937032.643
1122018.45430196	701880592182.479	718028725591.751	-1801681591484.46	641354178929.165	439890442053.982
1148153.62149688	684301023539.904	699946191031.97	-1754059411752.11	625438198389.018	429601409085.747
1174897.55493953	667008772519.551	682164609978.063	-1707372077071.04	609772638083.892	419436968690.99
1202264.43461741	650005813980.498	664685692893.174	-1661614756472.75	594359948781.863	409400958666.892
1230268.77081238	633293768173.346	647510794954.741	-1616782014603.74	579202234275.311	399496929350.461
1258925.41179417	616873912060.35	630640927771.334	-1572867840916.56	564301261971.793	389728149277.272
1288249.55169314	600747190756.872	614076771199.361	-1529865678485.37	549658473631.549	380097611163.446
1318256.73855641	584914229065.048	597818685230.943	-1487768452412.92	535274996221.961	370608038181.55
1348962.88259165	569375343071.803	581866721925.528	-1446568597797.85	521151652860.483	361261890501.712
1380384.26460289	554130551784.371	566220637358.908	-1406258087233.68	507288973818.668	352061372069.883
1412537.54462276	539179588777.74	550879903564.523	-1366828457813.21	493687207561.161	343008437595.907
1445439.77074593	524521913829.565	535843720443.147	-1328270837614.02	480346331794.639	334104799724.776
1479108.38816821	510156724519.321	521111027618.259	-1290575971643.36	467266064503.023	325351936365.333
1513561.24843621	496082967769.639	506680516215.592	-1253734247222.41	454445874946.327	316751098151.461
1548816.61891248	482299351308.981	492550640546.606	-1217735718792.18	441884994601.881	308303316011.713
1584893.19246111	468804355036.005	478719629676.792	-1182570132125.35	429582428027.792	300009408824.301
1621810.09735893	455596242267.146	465185498860.941	-1148226947930.06	417536963629.707	291869991135.203
1659586.90743756	442673070850.146	451946060828.698	-1114695364833.79	405747184313.168	283885480918.213
1698243.65246175	430032704127.408	438998936904.865	-1081964341737.14	394211478005.039	276056107356.684
1737800.82874938	417672821734.229	426341567950.122	-1050022619528.95	382928048028.576	268381918627.699
1778279.41003892	405590930218.05	413971225108.879	-1018858742156.12	371894923317.949	260862789670.459
1819700.85860998	393784373466.039	401885020352.2	-988461077042.823	361109968459.064	253498429921.587
1862087.13666287	382250342929.367	390079916804.711	-958817834855.538	350570893544.691	246288391001.148
1905460.71796325	370985887633.61	378552738845.536	-929917088611.588	340275263832.93	239232074334.108
1949844.59975805	359987923965.742	367300181974.302	-901746792130.408	330220509199.12	232328738692.971
1995262.31496888	349253245229.207	356318822434.249	-874294797828.041	320403933372.284	225577507648.307
2041737.94466953	338778530959.519	345605126585.475	-847548873856.511	310822722948.2	218977376914.858
2089296.13085404	328560355993.783	335155460022.241	-821496720591.084	301473956172.145	212527221581.846
2137962.08950223	318595199288.451	324966096429.19	-796125986469.304	292354611485.227	206225803217.018
2187761.62394955	308879452480.481	315033226172.181	-771424283186.953	283461575829.166	200071776834.926
2238721.13856834	299409428187.951	305352964620.28	-747379200256.924	274791652705.173	194063697720.766
2290867.65276777	290181368046.939	295921360196.238	-723978318937.936	266341569983.428	188200028102.004
2344228.81531992	281191450482.278	286734402153.524	-701209225540.886	258107987460.382	182479143660.806
2398832.91901949	272435798210.534	277788028078.752	-679059524121.424	250087504161.911	176899339881.176
2454708.91568503	263910485474.228	269078131118.951	-657516848568.028	242276665390.972	171458838225.383
2511886.43150958	255611545007.018	260600566933.856	-636568874095.56	234671969519.154	166155792135.098
2570395.78276886	247534974730.153	252351160373.92	-616203328154.855	227269874522.063	160988292853.317
2630267.99189538	239676744181.123	244325711885.416	-596408000769.492	220066804259.148	155954375063.886
2691534.80392691	232032800675.975	236520003644.454	-577170754311.377	213059154499.087	151052022346.058
2754228.70333817	224599075207.282	228929805422.293	-558479532727.189	206243298692.362	146279172442.166
2818382.93126445	217371488080.243	221550880184.776	-540322370228.188	199615593493.18	141633722337.078
2884031.50312661	210345954289.841	214378989429.167	-522687399456.201	193172384033.321	137113533148.666
2951209.22666638	203518388642.401	207409898262.036	-505562859138.915	186910008950.906	132716434829.041
3019951.72040202	196884710625.278	200639380222.272	-488937101247.856	180824805177.491	128440230676.838
3090295.43251359	190440849028.762	194063221853.566	-472798597672.683	174913112487.234	124282701661.245
3162277.66016838	184182746324.6	187677227031.067	-457135946425.54	169171277812.187	120241610558.969
3235936.56929628	178106362805.831	181477221047.184	-441937877389.413	163595659328.105	116314705905.693
3311311.21482591	172207680492.902	175459054461.733	-427193257624.495	158182630315.378	112499725763.977
3388441.56139203	166482706811.267	169618606721.878	-412891096246.649	152928582799.982	108794401309.907
3467368.50452532	160927478045.849	163951789557.481	-399020548892.063	147829930979.495	105196460241.081
3548133.89233575	155538062577.986	158454550157.687	-385570921782.249	142883114439.482	101703630008.882
3630780.54770102	150310563910.586	153122874134.662	-372531675403.433	138084601165.645	98313640878.1601
3715352.29097173	145241123487.381	147952788280.578	-359892427814.396	133430890357.326	95024228817.7798
3801893.96320561	140325923312.259	142940363123.985	-347642957596.686	128918515048.019	91833138225.6275
3890451.4499428	135561188374.77	138081715291.843	-335773206461.073	124544044538.693	88738124491.9148
3981071.70553498	130943188887.947	133373009683.492	-324273281523.931	120304086649.744	85736956404.7518
4073802.77804113	126468234740.358	128810453950.843	-313133453697.82	116195281877.24	82827409134.4011
4168693.83470335	122132630693.151	124390254199.592	-302344137450.945	112214256677.931	80007209420.2659
4265795.18801593	117932716601.333	120108654684.428	-291895910283.313	108357665326.174	77274084418.5367
4365158.32240167	113864895879.502	115961965883.911	-281779526447.714	104622219534.335	74625796327.3968
4466835.92150964	109925636124.276	111946565066.725	-271985917402.636	101004689083.319	72060143143.6388
4570881.89614875	106111469498.058	108058896620.946	-262506191974.114	97501902215.623	69574959177.811
4677351.41287198	102418993016.246	104295472286.841	-253331636302.395	94110745938.3673	67168115498.4601
4786300.92322638	98844868742.4256	100652871297.806	-244453713584.515	90828166240.4785	64837520308.4474
4897788.19368447	95385823895.982	97127740433.9611	-235864063623.611	87651168228.1289	62581119256.2883
5011872.33627272	92038650876.4967	93716793992.8205	-227554502195.544	84576816182.45	60396895685.4158
5128613.83991365	88800207209.1946	90416813681.3728	-219517020243.153	81602233543.4636	58282870824.2235
5248074.60249772	85667415415.6173	87224648433.7952	-211743782908.19	78724602824.0845	56237103919.6994
5370317.96370253	82637262813.5978	84137214158.9311	-204227128410.698	75941165457.9591	54257692317.3995
5495408.73857625	79706801250.5125	81151493421.5528	-196959566785.351	73249221584.8184	52342771490.4648
5623413.25190349	76873146773.6807	78264535061.3228	-189933778483.951	70646129776.9221	50490515020.3206
5754399.37337157	74133479241.6861	75473453753.2669	-183142612853.047	68129306710.0866	48699134531.6405
5888436.5535559	71485041880.2775	72775429513.4512	-176579086495.314	65696226782.6849	46966879584.0972
6025595.86074358	68925140786.4078	70167707153.4553	-170236381523.087	63344421685.9085	45292037523.352
6165950.01861482	66451144383.8561	67647595687.1143	-164107843712.115	61071479928.4905	43672933293.68
6309573.44480193	64060482833.7746	65212467692.8976	-158186980563.383	58875046318.979	42107929214.5532
6456542.29034656	61750647403.3891	62859758635.1756	-152467459280.499	56752821408.5615	40595424723.4434
6606934.48007596	59519189795.9748	60586966147.5167	-146943104669.929	54702560897.331	39133856087.0352
6760829.75391982	57363721445.1181	58391649281.0427	-141607896971.028	52722075006.7912	37721696082.9736
6918309.70918936	55281911992.3642	56271426929.3521	-136455967657.678	50809227100.9513	36357453143.376
7079457.84384139	53271471629.8026	54223959963.369	-131481554814.047	48961917477.6803	35039659975.2337
7244359.60074991	51330153310.2112	52246953428.8104	-126679008347.025	47178085417.5808	33766875118.4854
7413102.41300918	49455770848.6294	50338174788.8546	-122042835037.429	45455725837.4861	32537694861.0939
7585775.75029184	47646198495.5006	48495453458.8511	-117567697150.129	43792888915.2829	31350753076.514
7762471.16628693	45899369654.8705	46716679478.8912	-113248408917.803	42187678928.1885	30204720498.4503
7943282.34724282	44213275612.1661	44999802197.1403	-109079933065.066	40638253099.0333	29098303996.4734
8128305.161641	42585964272.4036	43342828964.7601	-105057377374.451	39142820451.3569	28030245853.2516
8317637.71102671	41015538909.6232	41743823843.1964	-101175991295.569	37699640674.0885	26999323044.1232
8511380.38202376	39500156928.2934	40200906324.5558	-97431162598.6695	36307022996.5176	26004346519.6831
8709635.89956081	38038028637.3722	38712250065.7349	-93818414073.7092	34963325074.222	25044160492.0289
8912509.38133746	36627416037.6667	37276081636.9258	-90333400275.9357	33666951886.567	24117641725.2649
9120108.3935591	35266631623.0796	35890679285.0607	-86971904318.8729	32416354646.3465	23223698830.8325
9332543.00796991	33954037196.2889	34554371712.7238	-83729834715.5164	31210029722.0941	22361271568.1941
9549925.86021437	32688042699.3554	33265536873.0037	-80603222268.4335	30046517573.5448	21529330151.3686
9772372.20955811	31467105059.7176	32022600780.7213	-77588217009.385	28924401700.694	20726874561.7771
10000000	30289727051.981	30824036340.4241	-74681085188.9871	27842307606.8534	19952933867.8306
10232929.9228075	29154456175.8804	29668362191.4995	-71878206316.859	26798901776.0737	19206565551.6568
10471285.480509	28059883550.745	28554141570.7195	-69176070252.6151	25792890665.2604	18486854843.3343
10715193.0523761	27004642826.7659	27479981192.4937	-66571274347.9872	24823019711.2798	17792914062.9735
10964781.9614319	25987409113.3255	26444530147.0702	-64060520640.2889	23888072353.3146	17123881970.9553
11220184.5430196	25006897924.6183	25446478816.8936	-61640613097.3688	22986869070.7004	16478923126.6117
11481536.2149688	24061864142.7585	24484557811.2943	-59308454914.129	22118266436.4405	15857227255.6072
11748975.5493953	23151100982.3164	23557536903.3463	-57061045825.1805	21281156171.4107	15258008614.1818
12022644.3461741	22273435524.3039	22664220518.7158	-54895471933.6684	20474460991.7455	14680502795.6711
12302687.7081238	21427724183.8032	21803443158.7052	-52808895409.4046	19697130393.5374	14123963482.7594
12589254.1179417	20612859410.0125	20974076115.8574	-50798568744.0974	18948146934.7383	13587667557.118
12882495.5169314	19827769737.1341	20175027505.5597	-48861834485.886	18226526302.2568	13070915256.9185
13182567.3855641	19071418701.1771	19405241158.1805	-46996122506.9741	17531316318.5709	12573029486.5132
13489628.8259165	18342803785.6566	18663695540.8863	-45198947345.6406	16861595974.7877	12093355143.9883
13803842.6460289	17640955395.5584	17949402708.482	-43467905620.9241	16216474489.5749	11631258466.224
14125375.4462276	16964935858.9445	17261407282.6311	-41800673518.3106	15595090393.3938	11186126391.1018
14454397.7074593	16313838455.5855	16598785458.8156	-40195004344.7737	14996610637.4755	10757365936.5016
14791083.8816821	15686786472.0131	15960644040.411	-38648726151.5509	14420229726.9867	10344403595.7357
15135612.4843621	15082932282.3949	15346119499.2566	-37159739423.0599	13865168877.84	9946684749.06995
15488166.1891248	14501456454.6438	14754377062.1122	-35726014830.3885	13330675196.6118	9563673090.98721
15848931.9246111	13941566881.1813	14184609822.4028	-34345591047.8187	12816020883.0408	9194850072.85178
16218100.9735893	13402497933.7838	13636037876.6594	-33016572630.8701	12320502454.5824	8839714360.6377
16595869.0743756	12883509641.9509	13107907485.0776	-31737127954.3777	11843439992.5105	8497781307.38872
16982436.5246175	12383886894.2426	12599490255.6223	-30505487209.1416	11384176409.0596	8168582440.08148
17378008.2874938	11902938662.041	12110082351.1163	-29319940455.717	10942076735.1114	7851664960.56822
17782794.1003892	11439997245.2022	11639003718.7624	-28178835733.9342	10516527427.9375	7546591260.27953
18197008.5860998	10994417539.0731	11185597341.5554	-27080577226.77	10106935698.5188	7252938448.37313
18620871.3666287	10565576322.3566	10749228511.053	-26023623477.2124	9712728857.96922	6970297893.01788
19054607.1796325	10152871565.3162	10329284120.9803	-25006485656.7923	9333353682.60032	6698274775.50837
19498445.9975805	9755721757.82392	9925171981.15572	-24027725884.4737	8968275797.17082	6436487656.90872
19952623.1496888	9373565256.75951	9536320151.23323	-23085955594.6297	8616979075.87465	6184568056.93041
20417379.4466953	9005859282.38472	9162175915.95756	-22179833067.1457	8278964725.18998	5942159798.56397
20892961.3085404	8652077791.24998	8802203612.98449	-21308058270.166	7953749348.10246	5708917604.31497
21379620.8950223	8311712485.64277	8455885664.37831	-20469375215.6977	7640865852.84174	5484507779.37212
21877616.2394955	7984272931.45377	8122722697.45319	-19662572182.342	7339863553.27972	5268608300.99306
22387211.3856834	7669285954.80021	7802232928.97146	-18886480213.2572	7050307615.45022	5060908427.37029
22908676.5276777	7366295057.70591	7493951568.83722	-18139971661.9562	6771778521.5173	4861108318.68001
23442288.1531992	7074859852.80572	7197430243.24877	-17421958785.7753	6503871551.15949	4668918670.31599
23988329.1901949	6794555516.47864	6912236436.69849	-16731392385.5057	6246196279.82659	4484060357.93408
24547089.1568503	6524972259.83078	6637952952.22626	-16067260489.7256	5998376093.34096	4306264093.9435
25118864.3150958	6265714816.96796	6374177389.35125	-15428587082.4123	5760047718.33175	4135270095.09239
25703957.8276886	6016401950.01361	6120521639.12396	-14814430872.4621	5530860768.00566	3970827760.8047
26302679.9189538	5776665970.34528	5876611395.75817	-14223884103.7847	5310477302.77304	3812695361.93649
26915348.0392691	5546152275.53825	5642085684.31792	-13656071404.6806	5098571405.26246	3660639739.62884
27542287.0333817	5324518901.52046	5416596403.95156	-13110148675.2507	4894828769.27107	3514436013.94428
28183829.3126445	5111436089.45855	5199807886.17999	-12585302011.6252	4698946302.21193	3373867301.98332
28840315.0312661	4906585866.90838	4991396467.76124	-12080746665.836	4510631740.63238	3238724445.18593
29512092.2666638	4709661642.77893	4791050077.6686	-11595726040.1932	4329603278.39103	3108805745.53225
30199517.2040202	4520367815.6712	4598467837.73323	-11129510715.0634	4155589207.09292	2983916710.36499
30902954.3251359	4338419395.1677	4413359676.51629	-10681397508.9783	3988327568.39503	2863869805.56426
31622776.6016838	4163541635.66064	4235445955.98864	-10250708570.0379	3827565817.80556	2748484216.81356
32359365.6929628	3995469682.32017	4064457110.60968	-9836790497.60376	3673060499.6127	2637585618.70375
33113112.1482591	3833948228.81565	3900133298.40888	-9439013493.30923	3524576932.58882	2531005951.42887
33884415.6139203	3678731186.41512	3742224063.68618	-9056770540.44332	3381888906.12759	2428583204.83568
34673685.0452532	3529581364.09933	3590488010.95899	-8689476610.79437	3244778386.48128	2330161209.59524
35481338.9233575	3386270159.33856	3444692489.79538	-8336567898.06886	3113035232.77657	2235589435.27245
36307805.4770102	3248577259.19028	3304613290.18363	-7997501077.02695	2986456922.49607	2144722795.07582
37153522.9097173	3116290351.38723	3170034348.09991	-7671752587.50439	2864848286.12318	2057421457.07636
38018939.6320561	2989204845.09487	3040747460.94531	-7358817942.51494	2748021250.6566	1973550661.69078
38904514.499428	2867123601.02772	2916552012.53477	-7058211059.65444	2635794591.71031	1892980545.23081
39810717.0553498	2749856670.62319	2797254707.32937	-6769463615.05005	2527993693.92323	1815585969.32567
40738027.7804113	2637221113.01417	2682669385.85591	-6492124591.23272	2424450379.14907	1741246396.47552
41686938.3470336	2529041169.8949	2572617214.4349	-6225760717.22986	2325003044.79389	1669845975.82662
42657951.8801593	2425147668.51804	2466926066.93768	-5969954984.20901	2229496134.64746	1601273177.26355
43651583.2240167	2325377550.61082	2365430038.11229	-5724305475.04573	2137779719.09166	1535420499.76036
44668359.2150963	2229573663.42839	2267969231.0319	-5488424847.39281	2049709302.55149	1472184333.79689
45708818.9614875	2137584558.57093	2174389552.4709	-5261939836.04668	1965145638.0545	1411464828.8025
46773514.1287198	2049264297.12591	2084542514.70929	-5044490771.02233	1883954547.64184	1353165764.77056
47863009.2322638	1964472260.9581	1998285043.58515	-4835731110.89299	1806006748.46521	1297194427.92642
48977881.9368447	1883072969.97404	1915479292.61951	-4635326990.96075	1731177684.40856	1243461490.3343
50118723.3627272	1804935905.19172	1835992463.04212	-4442956785.83541	1659347363.07669	1191880893.33122
51286138.3991365	1729935337.45031	1759696629.55	-4258310686.0081	1590400197.99696	1142369734.67875
52480746.0249772	1657950161.59858	1686468571.63572	-4081090288.01707	1524224855.88419	1094848159.32608
53703179.6370253	1588863736.00467	1616189610.32506	-3911008197.81225	1460714108.822	1049239253.68032
54954087.3857625	1522563727.23351	1548745450.16855	-3747787646.93507	1399764691.21802	1005468943.28262
56234132.5190349	1458941959.74205	1484026026.33447	-3591162121.13944	1341277161.3934	963465893.791108
57543993.7337157	1397894270.44617	1421925356.65514	-3440875001.08926	1285155767.67109	923161415.174122
58884365.535559	1339320368.01655	1362341398.48158	-3296679214.77674	1231308318.83004	884489369.019584
60255958.6074358	1283123696.76477	1305175910.20542	-3158336901.31506	1179646058.79668	847386078.868816
61659500.1861482	1229211304.98368	1250334317.31045	-3025619085.76724	1130083545.44752	811790243.485253
63095734.4480193	1177493717.61036	1197725582.81973	-2898305364.68255	1082538533.40042	777642852.97096
64565422.9034656	1127884813.08268	1147262082.00731	-2776183602.01926	1036931860.67521	744887107.645962
66069344.8007596	1080301704.26415	1098859481.24737	-2659049635.14177	993187339.10709	713468339.607654
67608297.5391982	1034664623.31469	1052436620.87645	-2546706990.58761	951231648.399756	683333936.889643
69183097.0918936	990896810.388548	1007915401.94804	-2438966609.30823	910994233.707787	654433270.141565
70794578.4384139	948924406.043175	965220676.761534	-2335646581.09519	872407206.640952	626717621.753394
72443596.0074991	908676347.24642	924280143.051155	-2236571887.91091	835405249.585893	600140117.349836
74131024.1300918	870084266.871987	885024241.722888	-2141574155.85081	799925523.243403	574655659.582334
75857757.5029184	833082396.576341	847386058.030999	-2050491415.47094	765907577.282327	550220864.148209
77624711.6628693	797607472.95288	811301226.088214	-1963167870.22248	733293264.013736	526793997.968301
79432823.4724282	763598646.862167	776707836.606695	-1879453672.74136	702026654.991671	504334919.456358
81283051.61641	730997395.839612	743546347.769607	-1799204708.74829	672053960.449285	482805020.815222
83176377.1102671	699747439.484844	711759499.135927	-1722282388.3212	643323451.481794	462167172.296672
85113803.8202378	669794657.739503	681292228.48369	-1648553444.30862	615785384.890013	442385668.363477
87096358.9956081	641087011.962835	652091591.499559	-1577889737.659	589391930.60072	423426175.693951
89125093.8133746	613574468.716932	624106684.225087	-1510168069.44728	564097101.582359	405255682.970925
91201083.935591	587208926.176007	597288568.172634	-1445269999.38618	539856686.176991	387842452.39872
93325430.0796991	561944143.076378	571590198.026235	-1383081670.61558	516628182.77153	371155972.893254
95499258.6021437	537735670.126278	546966351.845154	-1323493640.56942	494370736.733547	355166914.89199
97723722.0955811	514540783.796871	523373563.690201	-1266400717.72512	473045079.539052	339847086.731934
100000000	492318422.418064	500770058.5951	-1211701804.04609	452613470.021715	325169392.545362
