# isotope shifts [Hz]. Ca+:4^2S1/2->3^2D5/2 (Knollman2023), Ca+:3^2D3/2->3^2D5/2 (Doret2024), Ca+:4s^2S1/2->4p^2P1/2 (Gebert2015), Ca+:3d^2D3/2->4p^2P1/2 (Gebert2015)
2771872467.6	-3519907.2  	425706000	  -2349974000
5340887394.6	-6792440.8  	849534000	  -4498883000
9990382525	-12746590.1 	1705389000        -8297769000
