# isotope shifts [Hz]. Ca+:4^2S1/2->3^2D5/2 (Knollman2019), Ca+:3^2D3/2->3^2D5/2 (Doret2024), Ca+:4s^2S1/2->4p^2P1/2 (Gebert2021), Ca+:3d^2D3/2->4p^2P1/2 (Gebert2021)
7.6	  9.7	  94000  99000
7.8	  6	  74000	 80000
6.3	  7.5	  60000  81000
