# isotope shifts [Hz]. Ca+:4^2S1/2->3^2D5/2 (Knollman2023), Ca+:3^2D3/2->3^2D5/2 (Doret2024), Ca+:4s^2S1/2->4p^2P1/2 (Gebert2015), Ca+:3d^2D3/2->4p^2P1/2 (Gebert2015)
7.6	  9.7	  94000  99000
7.8	  9.8	  74000	 80000
4.9	  7.5	  60000  81000
