#mass(eV); sig_Xcoeff(Hz):	 Ca+:2S1/2-2D5/2	Ca+:2D3/2-2D5/2	Ca+:S1/2->P1/2	Ca+:D3/2->P1/2
1.000000000000000000e+00 -8.774465360173403125e+13 4.203299516319927979e+11 3.541931248077632812e+13 1.235842960341423438e+14
1.023292992280753433e+00 -8.774465210406257812e+13 4.203299297041040039e+11 3.541931159596103125e+13 1.235842936297277031e+14
1.047128548050899610e+00 -8.774465053761117188e+13 4.203299068619176636e+11 3.541931066992359375e+13 1.235842911143966719e+14
1.071519305237605968e+00 -8.774464889918240625e+13 4.203298830650378418e+11 3.541930970073385156e+13 1.235842884829812969e+14
1.096478196143185091e+00 -8.774464718542885938e+13 4.203298582715562134e+11 3.541930868637092188e+13 1.235842857300713281e+14
1.122018454301963120e+00 -8.774464539284698438e+13 4.203298324374687500e+11 3.541930762471880469e+13 1.235842828500032656e+14
1.148153621496882826e+00 -8.774464351776918750e+13 4.203298055167550049e+11 3.541930651356247656e+13 1.235842798368484219e+14
1.174897554939529076e+00 -8.774464155635625000e+13 4.203297774612832642e+11 3.541930535058287500e+13 1.235842766844004062e+14
1.202264434617412725e+00 -8.774463950458929688e+13 4.203297482210469360e+11 3.541930413335184375e+13 1.235842733861621875e+14
1.230268770812381174e+00 -8.774463735826173438e+13 4.203297177432508545e+11 3.541930285932757812e+13 1.235842699353325781e+14
1.258925411794167504e+00 -8.774463511296960938e+13 4.203296859728626099e+11 3.541930152584891406e+13 1.235842663247913750e+14
1.288249551693133599e+00 -8.774463276410337500e+13 4.203296528527228394e+11 3.541930013012950000e+13 1.235842625470856094e+14
1.318256738556407459e+00 -8.774463030683723438e+13 4.203296183228520508e+11 3.541929866925249219e+13 1.235842585944125938e+14
1.348962882591653090e+00 -8.774462773612010938e+13 4.203295823201512451e+11 3.541929714016392969e+13 1.235842544586042031e+14
1.380384264602885214e+00 -8.774462504666382812e+13 4.203295447790636597e+11 3.541929553966660938e+13 1.235842501311094844e+14
1.412537544622753938e+00 -8.774462223293314062e+13 4.203295056310704956e+11 3.541929386441330469e+13 1.235842456029775312e+14
1.445439770745927888e+00 -8.774461928913342188e+13 4.203294648042498779e+11 3.541929211089936719e+13 1.235842408648370312e+14
1.479108388168207222e+00 -8.774461620919876562e+13 4.203294222236865845e+11 3.541929027545595312e+13 1.235842359068784062e+14
1.513561248436208651e+00 -8.774461298677925000e+13 4.203293778106682739e+11 3.541928835424171875e+13 1.235842307188316406e+14
1.548816618912481013e+00 -8.774460961522775000e+13 4.203293314833790894e+11 3.541928634323528906e+13 1.235842252899464219e+14
1.584893192461114042e+00 -8.774460608758571875e+13 4.203292831556071777e+11 3.541928423822634375e+13 1.235842196089676719e+14
1.621810097358929559e+00 -8.774460239656851562e+13 4.203292327380057373e+11 3.541928203480679688e+13 1.235842136641133125e+14
1.659586907437561099e+00 -8.774459853455081250e+13 4.203291801364381714e+11 3.541927972836191406e+13 1.235842074430491562e+14
1.698243652461743913e+00 -8.774459449354968750e+13 4.203291252530814209e+11 3.541927731406017188e+13 1.235842009328629375e+14
1.737800828749376247e+00 -8.774459026520859375e+13 4.203290679847083740e+11 3.541927478684315625e+13 1.235841941200364531e+14
1.778279410038922759e+00 -8.774458584077950000e+13 4.203290082244209595e+11 3.541927214141544531e+13 1.235841869904193750e+14
1.819700858609982319e+00 -8.774458121110437500e+13 4.203289458597122803e+11 3.541926937223242188e+13 1.235841795291965156e+14
1.862087136662867515e+00 -8.774457636659660938e+13 4.203288807731755371e+11 3.541926647348960938e+13 1.235841717208593906e+14
1.905460717963247896e+00 -8.774457129722014062e+13 4.203288128420947876e+11 3.541926343911008594e+13 1.235841635491723281e+14
1.949844599758045138e+00 -8.774456599246893750e+13 4.203287419378929443e+11 3.541926026273150000e+13 1.235841549971383438e+14
1.995262314968878847e+00 -8.774456044134460938e+13 4.203286679264313354e+11 3.541925693769313281e+13 1.235841460469641719e+14
2.041737944669529625e+00 -8.774455463233364062e+13 4.203285906669701538e+11 3.541925345702142188e+13 1.235841366800220469e+14
2.089296130854038758e+00 -8.774454855338332812e+13 4.203285100125462646e+11 3.541924981341569531e+13 1.235841268768115781e+14
2.137962089502232654e+00 -8.774454219187584375e+13 4.203284258096422729e+11 3.541924599923236719e+13 1.235841166169178438e+14
2.187761623949552092e+00 -8.774453553460221875e+13 4.203283378974779053e+11 3.541924200646961719e+13 1.235841058789693281e+14
2.238721138568339875e+00 -8.774452856773526562e+13 4.203282461078205566e+11 3.541923782674967188e+13 1.235840946405927656e+14
2.290867652767771823e+00 -8.774452127679900000e+13 4.203281502648280640e+11 3.541923345130194531e+13 1.235840828783657500e+14
2.344228815319922443e+00 -8.774451364664023438e+13 4.203280501844499512e+11 3.541922887094383594e+13 1.235840705677685312e+14
2.398832919019489474e+00 -8.774450566139498438e+13 4.203279456745216675e+11 3.541922407606260156e+13 1.235840576831321094e+14
2.454708915685031023e+00 -8.774449730445651562e+13 4.203278365335675659e+11 3.541921905659377344e+13 1.235840441975838594e+14
2.511886431509579243e+00 -8.774448855843967188e+13 4.203277225513364868e+11 3.541921380200105469e+13 1.235840300829920469e+14
2.570395782768864379e+00 -8.774447940514523438e+13 4.203276035073993530e+11 3.541920830125373438e+13 1.235840153099063750e+14
2.630267991895380852e+00 -8.774446982552081250e+13 4.203274791718267822e+11 3.541920254280372656e+13 1.235839998474963594e+14
2.691534803926916464e+00 -8.774445979962187500e+13 4.203273493033775024e+11 3.541919651456097656e+13 1.235839836634862188e+14
2.754228703338165385e+00 -8.774444930656931250e+13 4.203272136502540283e+11 3.541919020386853906e+13 1.235839667240880938e+14
2.818382931264454605e+00 -8.774443832450579688e+13 4.203270719490161743e+11 3.541918359747588281e+13 1.235839489939307031e+14
2.884031503126605056e+00 -8.774442683055026562e+13 4.203269239239661255e+11 3.541917668151056250e+13 1.235839304359847969e+14
2.951209226666386964e+00 -8.774441480074960938e+13 4.203267692867075806e+11 3.541916944145022656e+13 1.235839110114865469e+14
3.019951720402016093e+00 -8.774440221002871875e+13 4.203266077358305664e+11 3.541916186209070312e+13 1.235838906798552656e+14
3.090295432513591845e+00 -8.774438903213793750e+13 4.203264389558084106e+11 3.541915392751555469e+13 1.235838693986092969e+14
3.162277660168379523e+00 -8.774437523959814062e+13 4.203262626165727539e+11 3.541914562106164844e+13 1.235838471232763750e+14
3.235936569296280929e+00 -8.774436080364282812e+13 4.203260783732296753e+11 3.541913692528471094e+13 1.235838238073007656e+14
