# Ca+ Info (AME2020): A, mA, sigma(mA), Ap, mAp, sigma(mAp)
40              40              40
39.962590851	39.962590851	39.962590851
0.022e-16       0.022e-16       0.022e-16
42            	44          	48
41.95861778	    43.9554815      47.952522654
0.16e-16        0.3e-16         0.019e-16
