# Ca+ Info (AME2020): A, mA, sigma(mA), Ap, mAp, sigma(mAp)
40	            40           	40           	40
39.962590851	39.962590851	39.962590851	39.962590851
0.022e-6	    0.022e-6	    0.022e-6	    0.022e-6
42            	44          	46          	48
41.95861778	    43.9554815   	45.9536877   	47.952522654
0.16e-6         0.3e-6          24e-7	0.019e-6
