1.023292992300000037e+00 -3.149500347488030000e+14 -3.549055464990720000e+14 2.571904545624800000e+15 -4.134887695266129688e+13 3.127675858160130000e+14
3.235936569300000176e+00 -3.151387048228610000e+14 -3.550920619299900000e+14 2.580926780114020000e+15 -4.107856019136060156e+13 3.134746002408400000e+14
1.023292992280000036e+01 -3.149209003420570000e+14 -3.548751396977390000e+14 2.571062500430410000e+15 -4.137688360167700000e+13 3.126834057889940000e+14
3.235936569300000087e+01 -3.144449131101240000e+14 -3.543714364913490000e+14 2.560079881005490000e+15 -4.175745464022050000e+13 3.114457671512710000e+14
1.023292992280999982e+02 -3.136726670333470000e+14 -3.534927345991860000e+14 2.564108608990960000e+15 -4.180539826507120312e+13 3.104662450726540000e+14
3.235936569296000016e+02 -3.037700293670870000e+14 -3.424813002187750000e+14 2.521951709387350000e+15 -4.448052079819450000e+13 2.940635475231210000e+14
1.023292992280800036e+03 -2.377213727765470000e+14 -2.695316005291950000e+14 2.174133156450990000e+15 -4.840455902626639844e+13 2.065206774232150000e+14
3.235936569296300149e+03 -3.750734399265120312e+13 -4.834709425413289844e+13 1.074833260406540000e+15 -1.987156926493469971e+12 4.222069526737679688e+13
1.023292992280749968e+04 5.262473435878779688e+13 5.321220614826610156e+13 -8.226754069659000000e+13 4.069086954269960156e+13 8.698642804484469727e+12
3.235936569296280140e+04 3.231284317964450000e+13 3.072200171951769922e+13 -2.942851016054290000e+14 3.066910506373150000e+13 1.491234026558900000e+13
1.023292992280750041e+05 3.314353711836910156e+13 3.344003862999869922e+13 -1.623932817639680000e+14 2.850192896110160156e+13 1.206439110733290039e+13
3.235936569296279922e+05 2.018646088959810156e+13 2.084541971029689844e+13 -6.341224111484020312e+13 1.775862081280089844e+13 9.821541292044070312e+12
1.023292992280749953e+06 7.750195144231099609e+12 7.933211104906250000e+12 -2.001592565001760156e+13 7.074605668958940430e+12 4.822053964708950195e+12
3.235936569296279922e+06 1.781063628058310059e+12 1.814772210471840088e+12 -4.419378773894129883e+12 1.635956593281050049e+12 1.163147059056929932e+12
1.023292992280749977e+07 2.915445617588040161e+11 2.966836219149949951e+11 -7.187820631685899658e+11 2.679890177607369995e+11 1.920656555165679932e+11
3.235936569296279922e+07 3.995469682320169830e+10 4.064457110609680176e+10 -9.836790497603759766e+10 3.673060499612699890e+10 2.637585618703749847e+10
