# mphi[eV]; Yb:Xcoeffs [Hz]:	Yb:1S0->3P0 Yb+:S1/2->D5/2	Yb+:S1/2->D3/2	Yb+:S1/2->F7/2	Yb:1S0->2D2
1.000000000000000000e+00 3.127309402770776250e+14 -3.149410968387544375e+14 -3.548968999281491250e+14 2.571409426668460500e+15 -4.136342396162569531e+13
1.023292992280699920e+00 3.127675858160126875e+14 -3.149500347488031875e+14 -3.549055464990715625e+14 2.571904545624803500e+15 -4.134887695266132031e+13
1.047128548050800134e+00 3.128032113655204375e+14 -3.149587507523084375e+14 -3.549139850322545000e+14 2.572385002705705000e+15 -4.133475195678320312e+13
1.071519305237599973e+00 3.128378253397195625e+14 -3.149672460356048750e+14 -3.549222164609481250e+14 2.572850940056560000e+15 -4.132104508284914844e+13
1.096478196143099826e+00 3.128714361527262500e+14 -3.149755217850259375e+14 -3.549302417184091250e+14 2.573302499822764500e+15 -4.130775243972217188e+13
1.122018454301899837e+00 3.129040522186588125e+14 -3.149835791869085000e+14 -3.549380617378898750e+14 2.573739824149713000e+15 -4.129487013625878906e+13
1.148153621496800003e+00 3.129356819516341875e+14 -3.149914194275838750e+14 -3.549456774526436250e+14 2.574163055182802000e+15 -4.128239428132157812e+13
1.174897554939499988e+00 3.129663337657702500e+14 -3.149990436933884375e+14 -3.549530897959240625e+14 2.574572335067425500e+15 -4.127032098376791406e+13
1.202264434617400068e+00 3.129960160751840000e+14 -3.150064531706565000e+14 -3.549602997009848125e+14 2.574967805948981000e+15 -4.125864635245776562e+13
1.230268770812299906e+00 3.130247372939937500e+14 -3.150136490457217500e+14 -3.549673081010778750e+14 2.575349609972863000e+15 -4.124736649625242969e+13
1.258925411794100002e+00 3.130525058363169375e+14 -3.150206325049188750e+14 -3.549741159294598750e+14 2.575717889284466500e+15 -4.123647752400927344e+13
1.288249551693100070e+00 3.130793301162705625e+14 -3.150274047345830000e+14 -3.549807241193823125e+14 2.576072786029187000e+15 -4.122597554458914844e+13
1.318256738556399910e+00 3.131052185479728750e+14 -3.150339669210479375e+14 -3.549871336040989375e+14 2.576414442352420500e+15 -4.121585666685114844e+13
1.348962882591600021e+00 3.131301795455413750e+14 -3.150403202506474375e+14 -3.549933453168624375e+14 2.576743000399563000e+15 -4.120611699965571094e+13
1.380384264602800171e+00 3.131542215230916875e+14 -3.150464659097169375e+14 -3.549993601909283125e+14 2.577058602316008000e+15 -4.119675265186280469e+13
1.412537544622699981e+00 3.131773528947443125e+14 -3.150524050845909375e+14 -3.550051791595484375e+14 2.577361390247154000e+15 -4.118775973233066406e+13
1.445439770745899910e+00 3.131995820746149375e+14 -3.150581389616037500e+14 -3.550108031559778750e+14 2.577651506338392500e+15 -4.117913434991884375e+13
1.479108388168200117e+00 3.132209174768215000e+14 -3.150636687270890625e+14 -3.550162331134675625e+14 2.577929092735122000e+15 -4.117087261348905469e+13
1.513561248436199991e+00 3.132413675154804375e+14 -3.150689955673817500e+14 -3.550214699652733750e+14 2.578194291582737000e+15 -4.116297063189954688e+13
1.548816618912399967e+00 3.132609406047123125e+14 -3.150741206688160625e+14 -3.550265146446473125e+14 2.578447245026633000e+15 -4.115542451400985938e+13
1.584893192461100053e+00 3.132796451586310000e+14 -3.150790452177268125e+14 -3.550313680848446875e+14 2.578688095212205000e+15 -4.114823036868040625e+13
1.621810097358900027e+00 3.132974895913561875e+14 -3.150837704004489375e+14 -3.550360312191171250e+14 2.578916984284849000e+15 -4.114138430476983594e+13
1.659586907437500036e+00 3.133144823170044375e+14 -3.150882974033158125e+14 -3.550405049807194375e+14 2.579134054389960500e+15 -4.113488243113949219e+13
1.698243652461699948e+00 3.133306317496948125e+14 -3.150926274126613750e+14 -3.550447903029036875e+14 2.579339447672934500e+15 -4.112872085664582812e+13
1.737800828749299864e+00 3.133459463035440000e+14 -3.150967616148223125e+14 -3.550488881189251875e+14 2.579533306279166500e+15 -4.112289569015057031e+13
1.778279410038899888e+00 3.133604343926675625e+14 -3.151007011961312500e+14 -3.550527993620363750e+14 2.579715772354052500e+15 -4.111740304051546094e+13
1.819700858609899941e+00 3.133741044311866250e+14 -3.151044473429230000e+14 -3.550565249654913125e+14 2.579886988042988000e+15 -4.111223901659653125e+13
1.862087136662799791e+00 3.133869648332156875e+14 -3.151080012415320000e+14 -3.550600658625427500e+14 2.580047095491368000e+15 -4.110739972725596875e+13
1.905460717963200157e+00 3.133990240128737500e+14 -3.151113640782930000e+14 -3.550634229864448750e+14 2.580196236844587000e+15 -4.110288128135111719e+13
1.949844599758000063e+00 3.134102903842781875e+14 -3.151145370395405000e+14 -3.550665972704505625e+14 2.580334554248042000e+15 -4.109867978774283594e+13
1.995262314968800021e+00 3.134207723615463125e+14 -3.151175213116080000e+14 -3.550695896478141250e+14 2.580462189847128000e+15 -4.109479135529241406e+13
2.041737944669499871e+00 3.134304783587948750e+14 -3.151203180808308750e+14 -3.550724010517885000e+14 2.580579285787240500e+15 -4.109121209285721875e+13
2.089296130854000122e+00 3.134394167901433125e+14 -3.151229285335430000e+14 -3.550750324156273750e+14 2.580685984213775000e+15 -4.108793810929722656e+13
2.137962089502200236e+00 3.134475960697082500e+14 -3.151253538560781250e+14 -3.550774846725839375e+14 2.580782427272126500e+15 -4.108496551347197656e+13
2.187761623949500134e+00 3.134550246116058125e+14 -3.151275952347723125e+14 -3.550797587559123125e+14 2.580868757107690500e+15 -4.108229041424319531e+13
2.238721138568299907e+00 3.134617108299560625e+14 -3.151296538559601250e+14 -3.550818555988661875e+14 2.580945115865862500e+15 -4.107990892046826562e+13
2.290867652767699880e+00 3.134676631388741875e+14 -3.151315309059740625e+14 -3.550837761346973750e+14 2.581011645692039500e+15 -4.107781714100671094e+13
2.344228815319899795e+00 3.134728899524798125e+14 -3.151332275711496875e+14 -3.550855212966622500e+14 2.581068488731614000e+15 -4.107601118471981250e+13
2.398832919019400212e+00 3.134773996848887500e+14 -3.151347450378221250e+14 -3.550870920180115000e+14 2.581115787129984000e+15 -4.107448716046583594e+13
2.454708915684999937e+00 3.134812007502186875e+14 -3.151360844923238125e+14 -3.550884892320000000e+14 2.581153683032544000e+15 -4.107324117710604688e+13
2.511886431509500195e+00 3.134843015625889375e+14 -3.151372471209911250e+14 -3.550897138718818750e+14 2.581182318584688000e+15 -4.107226934349782031e+13
2.570395782768799986e+00 3.134867105361151250e+14 -3.151382341101583750e+14 -3.550907668709091250e+14 2.581201835931814000e+15 -4.107156776850286719e+13
2.630267991895300028e+00 3.134884360849150625e+14 -3.151390466461584375e+14 -3.550916491623351875e+14 2.581212377219317500e+15 -4.107113256097988281e+13
2.691534803926900032e+00 3.134894866231063125e+14 -3.151396859153268125e+14 -3.550923616794153750e+14 2.581214084592591000e+15 -4.107095982978839062e+13
2.754228703338100104e+00 3.134898705648075000e+14 -3.151401531039982500e+14 -3.550929053554022500e+14 2.581207100197032500e+15 -4.107104568378881250e+13
2.818382931264399982e+00 3.134895963241346875e+14 -3.151404493985056250e+14 -3.550932811235490625e+14 2.581191566178036000e+15 -4.107138623184069531e+13
2.884031503126599727e+00 3.134886723152064375e+14 -3.151405759851861875e+14 -3.550934899171095625e+14 2.581167624680998500e+15 -4.107197758280184375e+13
2.951209226666299923e+00 3.134871069521399375e+14 -3.151405340503715000e+14 -3.550935326693370000e+14 2.581135417851314500e+15 -4.107281584553440625e+13
3.019951720402000106e+00 3.134849086490531250e+14 -3.151403247803968125e+14 -3.550934103134853125e+14 2.581095087834380000e+15 -4.107389712889706250e+13
3.090295432513499918e+00 3.134820858200616875e+14 -3.151399493615975625e+14 -3.550931237828079375e+14 2.581046776775589000e+15 -4.107521754174892969e+13
3.162277660168300031e+00 3.134786468792852500e+14 -3.151394089803079375e+14 -3.550926740105580000e+14 2.580990626820338000e+15 -4.107677319294996875e+13
3.235936569296200105e+00 3.134746002408403750e+14 -3.151387048228609375e+14 -3.550920619299896250e+14 2.580926780114022500e+15 -4.107856019136060938e+13
3.311311214825900073e+00 3.134699543188457500e+14 -3.151378380755925625e+14 -3.550912884743560000e+14 2.580855378802038500e+15 -4.108057464583951562e+13
