# Yb+: Yb:1S0->3P0 [δ] (Ono2022); S1/2->D5/2 [α] (Counts2020); Yb+:S1/2->D3/2 [β] (Counts2020); Yb+:S1/2->F7/2 [γ] (Hur2022); Yb:1S0->2D2 [ε] (Figueroa2022)
1358484476.2	2179098930    2212391850    -4438160300    1781785360    
1275772006	2044854780    2076421580    -4149190380    1672021510	 
992714586.7	1583068420    1609181470    -3132321600    1294454440    
946921774.8	1509055290    1534144060    -2976391600    1233942190    
