# Yb+: S1/2->D5/2 [α] (Counts2020); Yb+:S1/2->D3/2 [β] (Counts2020); Yb+:S1/2->F7/2 [γ] (Hur2022); Yb:1S0->2D2 [ε] (Figueroa2022); Yb:1S0->3P0 [δ] (Ono2022)
210    370    500    710    4.8
340    390    450	 300	4.3
360    220	  500	 240	3.9
280    240	  480	 310	4.4
