# mphi[eV]; Yb:sig_Xcoeffs [Hz]:	Yb+:S1/2->D5/2; Yb+:S1/2->F7/2;
1.000000000000000000e+00 -3.149410968387544531e+13 2.571409426668460625e+14
1.023292992280699920e+00 -3.149500347488032031e+13 2.571904545624803438e+14
1.047128548050800134e+00 -3.149587507523084375e+13 2.572385002705705000e+14
1.071519305237599973e+00 -3.149672460356048828e+13 2.572850940056560000e+14
1.096478196143099826e+00 -3.149755217850259375e+13 2.573302499822764375e+14
1.122018454301899837e+00 -3.149835791869085156e+13 2.573739824149713125e+14
1.148153621496800003e+00 -3.149914194275838672e+13 2.574163055182801875e+14
1.174897554939499988e+00 -3.149990436933884375e+13 2.574572335067425625e+14
1.202264434617400068e+00 -3.150064531706564844e+13 2.574967805948980938e+14
1.230268770812299906e+00 -3.150136490457217578e+13 2.575349609972863125e+14
1.258925411794100002e+00 -3.150206325049188672e+13 2.575717889284466562e+14
1.288249551693100070e+00 -3.150274047345830078e+13 2.576072786029186875e+14
1.318256738556399910e+00 -3.150339669210479297e+13 2.576414442352420625e+14
1.348962882591600021e+00 -3.150403202506474219e+13 2.576743000399563125e+14
1.380384264602800171e+00 -3.150464659097169531e+13 2.577058602316008125e+14
1.412537544622699981e+00 -3.150524050845909375e+13 2.577361390247154062e+14
1.445439770745899910e+00 -3.150581389616037500e+13 2.577651506338392500e+14
1.479108388168200117e+00 -3.150636687270890625e+13 2.577929092735121875e+14
1.513561248436199991e+00 -3.150689955673817578e+13 2.578194291582736875e+14
1.548816618912399967e+00 -3.150741206688160547e+13 2.578447245026633125e+14
1.584893192461100053e+00 -3.150790452177267969e+13 2.578688095212205000e+14
1.621810097358900027e+00 -3.150837704004489453e+13 2.578916984284849062e+14
1.659586907437500036e+00 -3.150882974033158203e+13 2.579134054389960625e+14
1.698243652461699948e+00 -3.150926274126613672e+13 2.579339447672934375e+14
1.737800828749299864e+00 -3.150967616148223047e+13 2.579533306279166562e+14
1.778279410038899888e+00 -3.151007011961312500e+13 2.579715772354052500e+14
1.819700858609899941e+00 -3.151044473429230078e+13 2.579886988042988125e+14
1.862087136662799791e+00 -3.151080012415319922e+13 2.580047095491368125e+14
1.905460717963200157e+00 -3.151113640782930078e+13 2.580196236844586875e+14
1.949844599758000063e+00 -3.151145370395405078e+13 2.580334554248041875e+14
1.995262314968800021e+00 -3.151175213116080078e+13 2.580462189847128125e+14
2.041737944669499871e+00 -3.151203180808308594e+13 2.580579285787240625e+14
2.089296130854000122e+00 -3.151229285335430078e+13 2.580685984213775000e+14
2.137962089502200236e+00 -3.151253538560781250e+13 2.580782427272126562e+14
2.187761623949500134e+00 -3.151275952347723047e+13 2.580868757107690625e+14
2.238721138568299907e+00 -3.151296538559601172e+13 2.580945115865862500e+14
2.290867652767699880e+00 -3.151315309059740625e+13 2.581011645692039375e+14
2.344228815319899795e+00 -3.151332275711496875e+13 2.581068488731614062e+14
2.398832919019400212e+00 -3.151347450378221094e+13 2.581115787129984062e+14
2.454708915684999937e+00 -3.151360844923238281e+13 2.581153683032544062e+14
2.511886431509500195e+00 -3.151372471209911328e+13 2.581182318584688125e+14
2.570395782768799986e+00 -3.151382341101583594e+13 2.581201835931814062e+14
2.630267991895300028e+00 -3.151390466461584375e+13 2.581212377219317500e+14
2.691534803926900032e+00 -3.151396859153267969e+13 2.581214084592590938e+14
2.754228703338100104e+00 -3.151401531039982422e+13 2.581207100197032500e+14
2.818382931264399982e+00 -3.151404493985056250e+13 2.581191566178035938e+14
2.884031503126599727e+00 -3.151405759851861719e+13 2.581167624680998438e+14
2.951209226666299923e+00 -3.151405340503714844e+13 2.581135417851314375e+14
3.019951720402000106e+00 -3.151403247803967969e+13 2.581095087834380000e+14
3.090295432513499918e+00 -3.151399493615975781e+13 2.581046776775589062e+14
3.162277660168300031e+00 -3.151394089803079297e+13 2.580990626820338125e+14
3.235936569296200105e+00 -3.151387048228609375e+13 2.580926780114022500e+14
3.311311214825900073e+00 -3.151378380755925781e+13 2.580855378802038438e+14
3.388441561391999812e+00 -3.151368099248364844e+13 2.580776565029780938e+14
3.467368504525300210e+00 -3.151356215569275000e+13 2.580690480942644375e+14
3.548133892335699979e+00 -3.151342741581997656e+13 2.580597268686025625e+14
3.630780547701000227e+00 -3.151327689149878906e+13 2.580497070405318438e+14
3.715352290971700278e+00 -3.151311070136257031e+13 2.580390028245920938e+14
3.801893963205599913e+00 -3.151292896404487500e+13 2.580276284353226562e+14
3.890451449942800011e+00 -3.151273179817904297e+13 2.580155980872630938e+14
3.981071705534899863e+00 -3.151251932239861719e+13 2.580029259949529375e+14
4.073802778041099693e+00 -3.151229165533694922e+13 2.579896263729318438e+14
4.168693834703299572e+00 -3.151204891562750000e+13 2.579757134357393125e+14
4.265795188015899519e+00 -3.151179122190375781e+13 2.579612013979148438e+14
4.365158322401600621e+00 -3.151151869279922656e+13 2.579461044739979062e+14
