# Ca+ Info (AME2020): A, mA, sigma(mA), Ap, mAp, sigma(mAp)
40	        40             	40             	40             	40             	40             	40             	40             	40             	40
39.962590851	39.962590851	39.962590851	39.962590851	39.962590851	39.962590851	39.962590851	39.962590851	39.962590851	39.962590851
0.1e-6		0.1e-6		0.1e-6		0.1e-6		0.1e-6		0.1e-6		0.1e-6		0.1e-6		0.1e-6		0.1e-6
39            	41          	42          	43          	44          	45          	46          	47          	48          	50
38.97071081	40.96227791   	41.95861778	42.95876638	43.95548149	44.95618627	45.9536877	46.9545411	47.952522654	49.9574992
0.1e-6         	0.1e-6          0.1e-6          0.1e-6          0.1e-6          0.1e-6          0.1e-6          0.1e-6          0.1e-6          0.1e-6
