# Yb+/Yb0 Info: A, mA, sigma(mA), Ap, mAp, sigma(mAp),
168         	170         	172         	174
167.93389130	169.934767243	171.936386654	173.938867546
1.e-14	        1.21e-16	    2.25e-16	    1.44e-16
170	            172	            174         	176
169.934767243	171.936386654	173.938867546	175.942574706
1.21e-16    	2.25e-16    	1.44e-16     	2.56e-16

