# isotope shifts [Hz]. Ca+: 4^2 S1/2 -> 3^2 D5/2, Ca+: 3^2 D3/2 -> 3^2 D5/2, Ca+: 4s^2 S1/2 -> 4p^2 P1/2, Ca+: 3d^2 D3/2 -> 4p^2 P1/2
2771872467.6	-3519896  	425706000	  -2349974000
5340887394.6	-6792470  	849534000	  -4498883000
9990381870	    -12746610 	1705389000    -8297769000
