# Ca+ Info: A, mA, sigma(mA), Ap, mAp, sigma(mAp)
40	            40           	40           	40
39.962590851	39.962590851	39.962590851	39.962590851
4.84e-16	    4.84e-16    	4.84e-16    	4.84e-16
42            	44          	46          	48
41.95861778	    43.9554815   	45.9536877  	47.952522654
2.56e-14	    9.e-14      	5.76e-12    	3.61e-16
